"sk_loan_fact","sk_customer","sk_product","sk_branch","sk_employee","sk_collateral_type","sk_date_application","sk_date_approval","sk_date_disbursement","application_id","approval_id","disbursement_id","assessment_id","pledge_id","app_status","requested_amount","approved_amount","disbursed_amount","tenor_months","final_rate","dti_ratio","pd_score","credit_score","appraised_value"
747,41,29,7,17,11,122,129,126,747,747,747,747,747,Approved,350000000.00,130000000.00,190000000.00,12,10.82,56.25,0.1805,726,170000000.00
748,44,36,8,28,24,143,147,145,748,748,748,748,748,Rejected,460000000.00,70000000.00,70000000.00,120,6.90,38.31,0.2943,303,660000000.00
749,47,43,9,39,37,163,171,166,749,749,749,749,749,Disbursed,480000000.00,210000000.00,140000000.00,12,15.55,33.73,0.0376,320,380000000.00
750,50,50,10,50,50,178,179,179,750,750,750,750,750,Submitted,210000000.00,180000000.00,180000000.00,12,13.87,56.76,0.1028,482,440000000.00
751,53,57,11,61,63,190,193,192,751,751,751,751,751,Under Review,330000000.00,110000000.00,150000000.00,36,11.96,56.59,0.0225,657,560000000.00
752,56,64,12,72,76,206,209,208,752,752,752,752,752,Approved,240000000.00,90000000.00,130000000.00,36,11.70,53.67,0.0978,815,110000000.00
753,59,71,13,83,89,223,227,226,753,753,753,753,753,Rejected,100000000.00,280000000.00,230000000.00,60,11.21,20.23,0.1320,681,270000000.00
754,62,78,14,94,2,234,237,235,754,754,754,754,754,Disbursed,130000000.00,320000000.00,180000000.00,36,15.51,45.83,0.2118,778,580000000.00
755,65,85,15,5,15,254,258,256,755,755,755,755,755,Submitted,400000000.00,390000000.00,340000000.00,36,5.84,36.05,0.2732,607,580000000.00
756,68,92,16,16,28,69,71,71,756,756,756,756,756,Under Review,210000000.00,110000000.00,310000000.00,120,15.12,31.66,0.3364,503,460000000.00
757,71,99,17,27,41,71,74,73,757,757,757,757,757,Approved,120000000.00,110000000.00,250000000.00,60,13.72,24.23,0.3016,505,380000000.00
758,74,6,18,38,54,93,95,94,758,758,758,758,758,Rejected,320000000.00,80000000.00,220000000.00,24,10.15,60.64,0.2373,782,380000000.00
759,77,13,19,49,67,108,113,110,759,759,759,759,759,Disbursed,270000000.00,170000000.00,230000000.00,36,9.93,52.02,0.2094,703,290000000.00
760,80,20,20,60,80,135,139,137,760,760,760,760,760,Submitted,20000000.00,130000000.00,200000000.00,120,10.61,17.21,0.1127,379,560000000.00
761,83,27,1,71,93,151,158,154,761,761,761,761,761,Under Review,260000000.00,270000000.00,20000000.00,60,15.14,56.71,0.1681,731,190000000.00
762,86,34,2,82,6,174,175,175,762,762,762,762,762,Approved,220000000.00,290000000.00,90000000.00,24,8.60,63.00,0.1466,693,450000000.00
763,89,41,3,93,19,182,185,184,763,763,763,763,763,Rejected,340000000.00,20000000.00,390000000.00,36,9.55,41.59,0.1404,847,260000000.00
764,92,48,4,4,32,198,201,200,764,764,764,764,764,Disbursed,140000000.00,180000000.00,200000000.00,120,10.61,58.39,0.1665,745,540000000.00
765,95,55,5,15,45,215,218,217,765,765,765,765,765,Submitted,360000000.00,360000000.00,170000000.00,36,14.36,46.80,0.2126,665,110000000.00
766,98,62,6,26,58,230,232,231,766,766,766,766,766,Under Review,70000000.00,380000000.00,60000000.00,120,11.00,63.59,0.2443,448,740000000.00
767,1,69,7,37,71,242,249,245,767,767,767,767,767,Approved,250000000.00,70000000.00,290000000.00,12,15.54,52.46,0.1537,403,390000000.00
768,4,76,8,48,84,61,63,63,768,768,768,768,768,Rejected,140000000.00,190000000.00,130000000.00,120,14.46,17.44,0.2049,826,620000000.00
769,7,83,9,59,97,79,83,82,769,769,769,769,769,Disbursed,340000000.00,190000000.00,220000000.00,12,11.05,25.36,0.2759,485,420000000.00
770,10,90,10,70,10,98,101,100,770,770,770,770,770,Submitted,160000000.00,360000000.00,370000000.00,24,10.17,45.47,0.1666,526,490000000.00
771,13,97,11,81,23,118,125,122,771,771,771,771,771,Under Review,230000000.00,380000000.00,330000000.00,36,17.11,49.89,0.2388,755,110000000.00
772,16,4,12,92,36,141,145,143,772,772,772,772,772,Approved,70000000.00,380000000.00,30000000.00,24,10.68,38.37,0.0630,611,520000000.00
773,19,11,13,3,49,160,167,163,773,773,773,773,773,Rejected,370000000.00,120000000.00,270000000.00,60,14.70,25.92,0.3473,850,290000000.00
774,22,18,14,14,62,177,178,178,774,774,774,774,774,Disbursed,240000000.00,340000000.00,270000000.00,24,11.93,48.21,0.2435,585,470000000.00
775,25,25,15,25,75,188,191,190,775,775,775,775,775,Submitted,270000000.00,80000000.00,280000000.00,60,10.10,15.17,0.2922,760,290000000.00
776,28,32,16,36,88,204,207,206,776,776,776,776,776,Under Review,280000000.00,120000000.00,320000000.00,24,12.33,51.61,0.3315,529,380000000.00
777,31,39,17,47,1,221,225,223,777,777,777,777,777,Approved,250000000.00,220000000.00,60000000.00,12,7.09,51.15,0.0914,823,320000000.00
778,34,46,18,58,14,233,235,234,778,778,778,778,778,Rejected,150000000.00,120000000.00,60000000.00,120,8.44,23.84,0.1669,550,490000000.00
779,37,53,19,69,27,251,257,254,779,779,779,779,779,Disbursed,490000000.00,400000000.00,360000000.00,12,13.27,35.85,0.0984,832,220000000.00
780,40,60,20,80,40,67,69,69,780,780,780,780,780,Submitted,300000000.00,90000000.00,180000000.00,60,6.74,50.83,0.1839,599,610000000.00
781,43,67,1,91,53,88,93,92,781,781,781,781,781,Under Review,480000000.00,330000000.00,180000000.00,24,14.53,28.23,0.1222,647,650000000.00
782,46,74,2,2,66,104,107,106,782,782,782,782,782,Approved,200000000.00,250000000.00,210000000.00,60,14.07,41.09,0.0188,564,790000000.00
783,49,81,3,13,79,130,135,133,783,783,783,783,783,Rejected,380000000.00,150000000.00,110000000.00,36,12.50,29.62,0.1406,601,100000000.00
784,52,88,4,24,92,147,151,149,784,784,784,784,784,Disbursed,180000000.00,260000000.00,330000000.00,36,15.88,22.79,0.2999,829,540000000.00
785,55,95,5,35,5,149,155,151,785,785,785,785,785,Submitted,350000000.00,140000000.00,310000000.00,60,9.78,30.47,0.0863,688,220000000.00
786,58,2,6,46,18,172,174,174,786,786,786,786,786,Under Review,490000000.00,360000000.00,50000000.00,120,15.97,62.60,0.1825,672,750000000.00
787,61,9,7,57,31,181,183,182,787,787,787,787,787,Approved,380000000.00,40000000.00,190000000.00,120,17.25,57.88,0.0876,562,290000000.00
788,64,16,8,68,44,196,199,198,788,788,788,788,788,Rejected,70000000.00,360000000.00,50000000.00,24,16.08,27.20,0.2690,435,190000000.00
789,67,23,9,79,57,213,216,215,789,789,789,789,789,Disbursed,420000000.00,20000000.00,90000000.00,12,12.48,42.12,0.0831,419,790000000.00
790,70,30,10,90,70,229,231,230,790,790,790,790,790,Submitted,430000000.00,340000000.00,210000000.00,24,8.91,28.54,0.2246,767,680000000.00
791,73,37,11,1,83,239,246,242,791,791,791,791,791,Under Review,360000000.00,320000000.00,130000000.00,24,11.45,62.28,0.1758,815,720000000.00
792,76,44,12,12,96,59,61,61,792,792,792,792,792,Approved,500000000.00,160000000.00,340000000.00,60,8.06,49.35,0.2897,396,200000000.00
793,79,51,13,23,9,76,80,79,793,793,793,793,793,Rejected,220000000.00,120000000.00,120000000.00,120,12.82,22.73,0.0632,607,280000000.00
794,82,58,14,34,22,96,99,98,794,794,794,794,794,Disbursed,350000000.00,210000000.00,240000000.00,60,9.50,38.60,0.3011,726,250000000.00
795,85,65,15,45,35,114,121,118,795,795,795,795,795,Submitted,300000000.00,190000000.00,140000000.00,36,5.73,63.43,0.1302,702,650000000.00
796,88,72,16,56,48,139,143,141,796,796,796,796,796,Under Review,440000000.00,300000000.00,80000000.00,36,15.78,43.00,0.0778,324,710000000.00
797,91,79,17,67,61,157,164,160,797,797,797,797,797,Approved,170000000.00,400000000.00,50000000.00,24,12.53,49.39,0.3190,781,420000000.00
798,94,86,18,78,74,176,177,177,798,798,798,798,798,Rejected,50000000.00,110000000.00,390000000.00,36,15.99,21.71,0.2649,678,590000000.00
799,97,93,19,89,87,186,189,188,799,799,799,799,799,Disbursed,380000000.00,220000000.00,250000000.00,24,16.99,55.87,0.2445,748,150000000.00
800,100,100,20,100,100,202,205,204,800,800,800,800,800,Submitted,490000000.00,100000000.00,280000000.00,24,6.93,48.88,0.2494,779,90000000.00
801,3,7,1,11,13,219,222,221,801,801,801,801,801,Under Review,270000000.00,360000000.00,380000000.00,60,11.40,36.86,0.0209,361,480000000.00
802,6,14,2,22,26,232,234,233,802,802,802,802,802,Approved,420000000.00,140000000.00,290000000.00,12,14.52,54.93,0.2977,394,660000000.00
803,9,21,3,33,39,248,255,251,803,803,803,803,803,Rejected,310000000.00,270000000.00,20000000.00,60,12.40,54.06,0.2614,374,90000000.00
804,12,28,4,44,52,65,67,67,804,804,804,804,804,Disbursed,30000000.00,380000000.00,380000000.00,12,16.60,53.39,0.1910,737,320000000.00
805,15,35,5,55,65,85,89,88,805,805,805,805,805,Submitted,140000000.00,150000000.00,120000000.00,24,7.92,32.43,0.0336,485,360000000.00
806,18,42,6,66,78,102,105,104,806,806,806,806,806,Under Review,190000000.00,260000000.00,300000000.00,24,6.09,62.40,0.0186,327,330000000.00
807,21,49,7,77,91,126,132,130,807,807,807,807,807,Approved,140000000.00,330000000.00,240000000.00,24,14.39,51.23,0.0514,427,220000000.00
808,24,56,8,88,4,145,149,147,808,808,808,808,808,Rejected,280000000.00,270000000.00,80000000.00,24,17.04,62.24,0.0155,819,600000000.00
809,27,63,9,99,17,166,173,170,809,809,809,809,809,Disbursed,250000000.00,220000000.00,170000000.00,36,6.04,55.51,0.3078,607,420000000.00
810,30,70,10,10,30,179,180,180,810,810,810,810,810,Submitted,380000000.00,250000000.00,120000000.00,12,12.91,44.81,0.0813,459,440000000.00
811,33,77,11,21,43,192,195,194,811,811,811,811,811,Under Review,130000000.00,220000000.00,30000000.00,24,5.84,39.88,0.1141,485,400000000.00
812,36,84,12,32,56,208,212,211,812,812,812,812,812,Approved,30000000.00,70000000.00,60000000.00,60,10.54,41.26,0.0638,717,350000000.00
813,39,91,13,43,69,210,214,213,813,813,813,813,813,Rejected,320000000.00,250000000.00,80000000.00,60,16.98,38.47,0.3170,750,760000000.00
814,42,98,14,54,82,228,230,229,814,814,814,814,814,Disbursed,330000000.00,170000000.00,130000000.00,120,8.21,19.11,0.0422,524,200000000.00
815,45,5,15,65,95,236,243,239,815,815,815,815,815,Submitted,230000000.00,260000000.00,140000000.00,60,13.08,36.10,0.2348,832,110000000.00
816,48,12,16,76,8,57,59,59,816,816,816,816,816,Under Review,20000000.00,270000000.00,150000000.00,24,10.93,39.04,0.3016,543,800000000.00
817,51,19,17,87,21,73,77,76,817,817,817,817,817,Approved,410000000.00,310000000.00,230000000.00,36,13.46,27.76,0.2844,420,770000000.00
818,54,26,18,98,34,94,97,96,818,818,818,818,818,Rejected,180000000.00,100000000.00,210000000.00,12,15.98,63.75,0.2922,326,440000000.00
819,57,33,19,9,47,110,117,114,819,819,819,819,819,Disbursed,290000000.00,350000000.00,110000000.00,120,12.71,49.03,0.2738,486,520000000.00
820,60,40,20,20,60,137,141,139,820,820,820,820,820,Submitted,350000000.00,110000000.00,290000000.00,12,11.99,20.01,0.0663,535,350000000.00
821,63,47,1,31,73,154,161,157,821,821,821,821,821,Under Review,190000000.00,180000000.00,210000000.00,12,14.00,31.10,0.2553,699,160000000.00
822,66,54,2,42,86,175,176,176,822,822,822,822,822,Approved,480000000.00,270000000.00,280000000.00,120,14.94,56.12,0.2700,360,380000000.00
823,69,61,3,53,99,184,187,186,823,823,823,823,823,Rejected,390000000.00,150000000.00,190000000.00,24,10.82,21.17,0.2615,372,260000000.00
824,72,68,4,64,12,200,203,202,824,824,824,824,824,Disbursed,20000000.00,110000000.00,230000000.00,12,6.34,36.91,0.2896,836,650000000.00
825,75,75,5,75,25,217,220,219,825,825,825,825,825,Submitted,40000000.00,80000000.00,400000000.00,60,6.56,58.28,0.1757,777,730000000.00
826,78,82,6,86,38,231,233,232,826,826,826,826,826,Under Review,170000000.00,230000000.00,180000000.00,60,10.54,51.20,0.1038,731,720000000.00
827,81,89,7,97,51,245,252,248,827,827,827,827,827,Approved,70000000.00,370000000.00,380000000.00,12,12.78,48.28,0.0453,548,690000000.00
828,84,96,8,8,64,63,65,65,828,828,828,828,828,Rejected,400000000.00,270000000.00,40000000.00,120,14.12,20.87,0.2698,343,600000000.00
829,87,3,9,19,77,82,86,85,829,829,829,829,829,Disbursed,430000000.00,130000000.00,230000000.00,60,5.79,53.88,0.2375,835,790000000.00
830,90,10,10,30,90,100,103,102,830,830,830,830,830,Submitted,200000000.00,120000000.00,370000000.00,60,8.01,28.83,0.2765,559,400000000.00
831,93,17,11,41,3,122,129,126,831,831,831,831,831,Under Review,490000000.00,210000000.00,70000000.00,60,6.72,41.91,0.2838,811,470000000.00
832,96,24,12,52,16,143,147,145,832,832,832,832,832,Approved,220000000.00,220000000.00,140000000.00,120,5.69,55.29,0.3146,691,280000000.00
833,99,31,13,63,29,163,171,166,833,833,833,833,833,Rejected,340000000.00,180000000.00,230000000.00,120,7.25,19.53,0.2133,482,580000000.00
834,2,38,14,74,42,178,179,179,834,834,834,834,834,Disbursed,240000000.00,170000000.00,190000000.00,60,12.08,63.54,0.1201,406,120000000.00
835,5,45,15,85,55,190,193,192,835,835,835,835,835,Submitted,330000000.00,320000000.00,280000000.00,24,15.56,25.80,0.0142,551,90000000.00
836,8,52,16,96,68,206,209,208,836,836,836,836,836,Under Review,280000000.00,290000000.00,170000000.00,24,9.94,50.34,0.3439,709,400000000.00
837,11,59,17,7,81,223,227,226,837,837,837,837,837,Approved,360000000.00,320000000.00,80000000.00,36,11.92,21.44,0.3435,629,710000000.00
838,14,66,18,18,94,234,237,235,838,838,838,838,838,Rejected,480000000.00,30000000.00,370000000.00,36,12.22,36.89,0.2110,529,280000000.00
839,17,73,19,29,7,254,258,256,839,839,839,839,839,Disbursed,240000000.00,290000000.00,100000000.00,60,13.95,43.49,0.3321,365,690000000.00
840,20,80,20,40,20,69,71,71,840,840,840,840,840,Submitted,150000000.00,50000000.00,240000000.00,60,14.05,41.98,0.2416,611,70000000.00
841,23,87,1,51,33,71,74,73,841,841,841,841,841,Under Review,60000000.00,330000000.00,230000000.00,120,14.24,53.69,0.3465,723,100000000.00
842,26,94,2,62,46,93,95,94,842,842,842,842,842,Approved,80000000.00,180000000.00,130000000.00,60,11.50,32.16,0.0426,717,620000000.00
843,29,1,3,73,59,108,113,110,843,843,843,843,843,Rejected,270000000.00,250000000.00,20000000.00,24,6.65,16.02,0.2161,383,140000000.00
844,32,8,4,84,72,135,139,137,844,844,844,844,844,Disbursed,20000000.00,240000000.00,110000000.00,12,6.66,24.42,0.2211,613,340000000.00
845,35,15,5,95,85,151,158,154,845,845,845,845,845,Submitted,380000000.00,210000000.00,80000000.00,24,16.72,16.94,0.1928,819,220000000.00
846,38,22,6,6,98,174,175,175,846,846,846,846,846,Under Review,450000000.00,370000000.00,300000000.00,24,15.48,22.76,0.2185,471,650000000.00
847,41,29,7,17,11,182,185,184,847,847,847,847,847,Approved,440000000.00,390000000.00,350000000.00,120,6.69,54.70,0.0241,552,680000000.00
848,44,36,8,28,24,198,201,200,848,848,848,848,848,Rejected,440000000.00,270000000.00,70000000.00,36,10.72,21.77,0.2696,844,610000000.00
849,47,43,9,39,37,215,218,217,849,849,849,849,849,Disbursed,30000000.00,40000000.00,70000000.00,60,7.76,53.54,0.2721,795,740000000.00
850,50,50,10,50,50,230,232,231,850,850,850,850,850,Submitted,390000000.00,340000000.00,130000000.00,120,11.79,34.25,0.1296,621,620000000.00
851,53,57,11,61,63,242,249,245,851,851,851,851,851,Under Review,250000000.00,40000000.00,150000000.00,12,16.57,18.65,0.0792,768,80000000.00
852,56,64,12,72,76,61,63,63,852,852,852,852,852,Approved,200000000.00,290000000.00,210000000.00,12,13.66,35.10,0.0630,481,400000000.00
853,59,71,13,83,89,79,83,82,853,853,853,853,853,Rejected,430000000.00,270000000.00,300000000.00,36,6.00,60.05,0.2877,725,80000000.00
854,62,78,14,94,2,98,101,100,854,854,854,854,854,Disbursed,440000000.00,200000000.00,200000000.00,24,11.94,41.85,0.0669,418,570000000.00
855,65,85,15,5,15,118,125,122,855,855,855,855,855,Submitted,80000000.00,160000000.00,260000000.00,12,5.96,40.91,0.0221,388,210000000.00
856,68,92,16,16,28,141,145,143,856,856,856,856,856,Under Review,70000000.00,150000000.00,40000000.00,12,14.20,53.46,0.2354,679,310000000.00
857,71,99,17,27,41,160,167,163,857,857,857,857,857,Approved,110000000.00,140000000.00,300000000.00,36,9.53,22.65,0.1092,658,300000000.00
858,74,6,18,38,54,177,178,178,858,858,858,858,858,Rejected,300000000.00,350000000.00,120000000.00,12,11.91,63.21,0.0293,841,590000000.00
859,77,13,19,49,67,188,191,190,859,859,859,859,859,Disbursed,250000000.00,40000000.00,60000000.00,12,12.26,55.69,0.2714,539,350000000.00
860,80,20,20,60,80,204,207,206,860,860,860,860,860,Submitted,430000000.00,320000000.00,110000000.00,60,16.53,26.88,0.1768,589,650000000.00
861,83,27,1,71,93,221,225,223,861,861,861,861,861,Under Review,360000000.00,110000000.00,280000000.00,36,6.01,59.10,0.1351,593,450000000.00
862,86,34,2,82,6,233,235,234,862,862,862,862,862,Approved,160000000.00,230000000.00,270000000.00,60,9.41,51.67,0.1609,513,530000000.00
863,89,41,3,93,19,251,257,254,863,863,863,863,863,Rejected,480000000.00,250000000.00,150000000.00,120,13.23,54.21,0.1336,522,590000000.00
864,92,48,4,4,32,67,69,69,864,864,864,864,864,Disbursed,110000000.00,350000000.00,300000000.00,60,10.68,25.86,0.1976,763,560000000.00
865,95,55,5,15,45,88,93,92,865,865,865,865,865,Submitted,460000000.00,310000000.00,100000000.00,24,8.45,43.75,0.2823,476,470000000.00
866,98,62,6,26,58,104,107,106,866,866,866,866,866,Under Review,220000000.00,220000000.00,240000000.00,120,16.68,15.43,0.3032,336,180000000.00
867,1,69,7,37,71,130,135,133,867,867,867,867,867,Approved,490000000.00,80000000.00,120000000.00,24,15.13,37.33,0.1251,367,450000000.00
868,4,76,8,48,84,147,151,149,868,868,868,868,868,Rejected,120000000.00,300000000.00,40000000.00,60,6.66,49.50,0.3172,719,250000000.00
869,7,83,9,59,97,149,155,151,869,869,869,869,869,Disbursed,260000000.00,380000000.00,230000000.00,60,9.63,43.60,0.1621,474,690000000.00
870,10,90,10,70,10,172,174,174,870,870,870,870,870,Submitted,250000000.00,70000000.00,330000000.00,12,9.76,63.02,0.0770,607,440000000.00
871,13,97,11,81,23,181,183,182,871,871,871,871,871,Under Review,410000000.00,120000000.00,170000000.00,120,6.12,64.10,0.3175,673,470000000.00
872,16,4,12,92,36,196,199,198,872,872,872,872,872,Approved,180000000.00,380000000.00,260000000.00,60,5.73,31.65,0.0207,341,80000000.00
873,19,11,13,3,49,213,216,215,873,873,873,873,873,Rejected,320000000.00,100000000.00,180000000.00,60,16.81,40.63,0.3478,576,500000000.00
874,22,18,14,14,62,229,231,230,874,874,874,874,874,Disbursed,330000000.00,80000000.00,130000000.00,36,8.42,58.07,0.3146,760,230000000.00
875,25,25,15,25,75,239,246,242,875,875,875,875,875,Submitted,60000000.00,110000000.00,310000000.00,24,12.49,51.83,0.1260,389,160000000.00
876,28,32,16,36,88,59,61,61,876,876,876,876,876,Under Review,440000000.00,160000000.00,70000000.00,12,8.02,24.28,0.2542,357,620000000.00
877,31,39,17,47,1,76,80,79,877,877,877,877,877,Approved,220000000.00,300000000.00,20000000.00,120,7.72,24.30,0.1079,502,140000000.00
878,34,46,18,58,14,96,99,98,878,878,878,878,878,Rejected,130000000.00,390000000.00,280000000.00,24,9.06,57.43,0.2671,493,570000000.00
879,37,53,19,69,27,114,121,118,879,879,879,879,879,Disbursed,420000000.00,60000000.00,330000000.00,36,6.24,47.74,0.3392,556,270000000.00
880,40,60,20,80,40,139,143,141,880,880,880,880,880,Submitted,480000000.00,400000000.00,60000000.00,12,13.64,48.73,0.1183,381,530000000.00
881,43,67,1,91,53,157,164,160,881,881,881,881,881,Under Review,480000000.00,40000000.00,280000000.00,36,13.79,42.30,0.2633,791,280000000.00
882,46,74,2,2,66,176,177,177,882,882,882,882,882,Approved,310000000.00,260000000.00,110000000.00,36,17.38,34.28,0.3329,775,470000000.00
883,49,81,3,13,79,186,189,188,883,883,883,883,883,Rejected,250000000.00,30000000.00,120000000.00,12,11.47,15.82,0.1706,454,320000000.00
884,52,88,4,24,92,202,205,204,884,884,884,884,884,Disbursed,370000000.00,240000000.00,60000000.00,36,17.04,62.37,0.0643,798,140000000.00
885,55,95,5,35,5,219,222,221,885,885,885,885,885,Submitted,470000000.00,210000000.00,290000000.00,60,13.71,39.53,0.3353,444,500000000.00
886,58,2,6,46,18,232,234,233,886,886,886,886,886,Under Review,400000000.00,170000000.00,220000000.00,24,8.01,63.52,0.0315,649,600000000.00
887,61,9,7,57,31,248,255,251,887,887,887,887,887,Approved,220000000.00,160000000.00,170000000.00,60,14.00,60.09,0.3383,648,800000000.00
888,64,16,8,68,44,65,67,67,888,888,888,888,888,Rejected,330000000.00,400000000.00,190000000.00,120,16.31,22.42,0.1194,620,660000000.00
889,67,23,9,79,57,85,89,88,889,889,889,889,889,Disbursed,300000000.00,370000000.00,190000000.00,60,7.25,26.17,0.0110,446,680000000.00
890,70,30,10,90,70,102,105,104,890,890,890,890,890,Submitted,330000000.00,350000000.00,200000000.00,36,15.09,21.02,0.2594,504,310000000.00
891,73,37,11,1,83,126,132,130,891,891,891,891,891,Under Review,260000000.00,310000000.00,110000000.00,60,14.81,16.44,0.2290,605,540000000.00
892,76,44,12,12,96,145,149,147,892,892,892,892,892,Approved,420000000.00,390000000.00,30000000.00,60,7.04,28.80,0.2501,754,270000000.00
893,79,51,13,23,9,166,173,170,893,893,893,893,893,Rejected,50000000.00,40000000.00,220000000.00,36,13.22,46.44,0.2298,677,480000000.00
894,82,58,14,34,22,179,180,180,894,894,894,894,894,Disbursed,340000000.00,250000000.00,230000000.00,12,17.17,20.11,0.0655,808,180000000.00
895,85,65,15,45,35,192,195,194,895,895,895,895,895,Submitted,280000000.00,300000000.00,180000000.00,36,7.41,34.80,0.0627,710,330000000.00
896,88,72,16,56,48,208,212,211,896,896,896,896,896,Under Review,170000000.00,340000000.00,260000000.00,12,9.33,17.11,0.2679,324,240000000.00
897,91,79,17,67,61,210,214,213,897,897,897,897,897,Approved,30000000.00,20000000.00,70000000.00,120,9.69,17.01,0.2105,324,690000000.00
898,94,86,18,78,74,228,230,229,898,898,898,898,898,Rejected,340000000.00,230000000.00,180000000.00,24,7.85,33.72,0.1421,455,390000000.00
899,97,93,19,89,87,236,243,239,899,899,899,899,899,Disbursed,90000000.00,140000000.00,210000000.00,36,14.62,20.63,0.1417,756,330000000.00
900,100,100,20,100,100,57,59,59,900,900,900,900,900,Submitted,390000000.00,130000000.00,150000000.00,36,15.82,27.62,0.1838,355,340000000.00
901,3,7,1,11,13,73,77,76,901,901,901,901,901,Under Review,480000000.00,60000000.00,20000000.00,60,12.90,43.04,0.1070,768,380000000.00
902,6,14,2,22,26,94,97,96,902,902,902,902,902,Approved,410000000.00,290000000.00,250000000.00,12,14.40,63.06,0.0431,300,310000000.00
903,9,21,3,33,39,110,117,114,903,903,903,903,903,Rejected,190000000.00,90000000.00,30000000.00,60,16.53,28.14,0.3262,604,330000000.00
904,12,28,4,44,52,137,141,139,904,904,904,904,904,Disbursed,130000000.00,150000000.00,260000000.00,12,6.28,50.14,0.1731,540,260000000.00
905,15,35,5,55,65,154,161,157,905,905,905,905,905,Submitted,40000000.00,320000000.00,190000000.00,60,7.93,47.83,0.3362,722,430000000.00
906,18,42,6,66,78,175,176,176,906,906,906,906,906,Under Review,440000000.00,50000000.00,70000000.00,36,8.94,57.85,0.2000,758,360000000.00
907,21,49,7,77,91,184,187,186,907,907,907,907,907,Approved,310000000.00,130000000.00,250000000.00,60,12.46,42.04,0.1190,682,590000000.00
908,24,56,8,88,4,200,203,202,908,908,908,908,908,Rejected,240000000.00,300000000.00,120000000.00,36,14.54,27.66,0.0568,717,660000000.00
909,27,63,9,99,17,217,220,219,909,909,909,909,909,Disbursed,230000000.00,70000000.00,90000000.00,120,15.38,63.86,0.2794,649,570000000.00
910,30,70,10,10,30,231,233,232,910,910,910,910,910,Submitted,360000000.00,250000000.00,270000000.00,12,12.08,49.20,0.2778,304,480000000.00
911,33,77,11,21,43,245,252,248,911,911,911,911,911,Under Review,440000000.00,20000000.00,340000000.00,60,16.22,47.20,0.0629,659,310000000.00
912,36,84,12,32,56,63,65,65,912,912,912,912,912,Approved,330000000.00,30000000.00,150000000.00,24,9.05,46.91,0.3335,547,90000000.00
913,39,91,13,43,69,82,86,85,913,913,913,913,913,Rejected,450000000.00,250000000.00,290000000.00,12,8.00,35.15,0.2473,763,560000000.00
914,42,98,14,54,82,100,103,102,914,914,914,914,914,Disbursed,420000000.00,360000000.00,290000000.00,120,14.74,16.55,0.2482,803,560000000.00
915,45,5,15,65,95,122,129,126,915,915,915,915,915,Submitted,450000000.00,310000000.00,230000000.00,60,10.06,42.19,0.0382,339,190000000.00
916,48,12,16,76,8,143,147,145,916,916,916,916,916,Under Review,400000000.00,340000000.00,340000000.00,60,10.83,35.53,0.0135,617,100000000.00
917,51,19,17,87,21,163,171,166,917,917,917,917,917,Approved,310000000.00,200000000.00,40000000.00,36,15.74,20.88,0.1857,697,640000000.00
918,54,26,18,98,34,178,179,179,918,918,918,918,918,Rejected,400000000.00,260000000.00,130000000.00,36,6.03,39.31,0.0119,458,290000000.00
919,57,33,19,9,47,190,193,192,919,919,919,919,919,Disbursed,230000000.00,30000000.00,250000000.00,120,10.76,21.96,0.2617,755,790000000.00
920,60,40,20,20,60,206,209,208,920,920,920,920,920,Submitted,30000000.00,240000000.00,340000000.00,120,11.20,42.86,0.1536,408,400000000.00
921,63,47,1,31,73,223,227,226,921,921,921,921,921,Under Review,100000000.00,130000000.00,90000000.00,12,12.49,64.83,0.1369,388,150000000.00
922,66,54,2,42,86,234,237,235,922,922,922,922,922,Approved,160000000.00,390000000.00,210000000.00,24,11.87,18.00,0.2779,436,410000000.00
923,69,61,3,53,99,254,258,256,923,923,923,923,923,Rejected,220000000.00,60000000.00,100000000.00,24,7.25,19.95,0.1419,493,760000000.00
924,72,68,4,64,12,69,71,71,924,924,924,924,924,Disbursed,110000000.00,280000000.00,290000000.00,12,6.22,35.68,0.2227,374,400000000.00
925,75,75,5,75,25,71,74,73,925,925,925,925,925,Submitted,220000000.00,120000000.00,350000000.00,60,8.40,38.97,0.3328,682,590000000.00
926,78,82,6,86,38,93,95,94,926,926,926,926,926,Under Review,330000000.00,190000000.00,230000000.00,12,11.07,22.28,0.2281,331,570000000.00
927,81,89,7,97,51,108,113,110,927,927,927,927,927,Approved,360000000.00,100000000.00,70000000.00,120,11.13,49.76,0.3240,781,800000000.00
928,84,96,8,8,64,135,139,137,928,928,928,928,928,Rejected,230000000.00,170000000.00,240000000.00,120,12.29,29.45,0.1846,364,480000000.00
929,87,3,9,19,77,151,158,154,929,929,929,929,929,Disbursed,140000000.00,140000000.00,250000000.00,36,13.75,24.42,0.2184,585,440000000.00
930,90,10,10,30,90,174,175,175,930,930,930,930,930,Submitted,370000000.00,330000000.00,270000000.00,36,10.00,25.29,0.2786,832,300000000.00
931,93,17,11,41,3,182,185,184,931,931,931,931,931,Under Review,470000000.00,20000000.00,180000000.00,36,6.30,27.63,0.3386,850,570000000.00
932,96,24,12,52,16,198,201,200,932,932,932,932,932,Approved,310000000.00,320000000.00,220000000.00,120,10.75,64.08,0.2236,823,200000000.00
933,99,31,13,63,29,215,218,217,933,933,933,933,933,Rejected,100000000.00,150000000.00,380000000.00,24,5.98,42.42,0.1013,355,610000000.00
